0,10,0	1,10,0	2,10,0	3,10,0	4,10,0	5,10,0	6,10,0	7,10,0	8,10,0	9,10,1	10,10,1	11,10,1	12,10,1	13,10,1	14,10,1	15,10,1	16,10,1	17,10,1	18,10,1	19,10,1	20,10,1	21,10,1	22,10,1	23,10,1	24,10,1	25,10,2	26,10,2	27,10,2	28,10,2	29,10,2	30,10,3	31,10,3	32,10,3	33,10,3	34,10,4	35,10,4	36,10,4	37,10,4	38,10,4	39,10,3	40,10,3	41,10,3	42,10,3	43,10,2	44,10,2	45,10,2	46,10,2	47,10,2	48,10,2	49,10,1
0,11,0	1,11,0	2,11,0	3,11,0	4,11,0	5,11,0	6,11,0	7,11,0	8,11,1	9,11,1	10,11,1	11,11,1	12,11,1	13,11,1	14,11,1	15,11,1	16,11,1	17,11,1	18,11,1	19,11,1	20,11,1	21,11,1	22,11,1	23,11,1	24,11,2	25,11,2	26,11,2	27,11,2	28,11,2	29,11,2	30,11,3	31,11,3	32,11,3	33,11,3	34,11,4	35,11,4	36,11,4	37,11,4	38,11,4	39,11,3	40,11,3	41,11,3	42,11,3	43,11,2	44,11,2	45,11,2	46,11,2	47,11,2	48,11,2	49,11,1
0,12,0	1,12,0	2,12,0	3,12,0	4,12,0	5,12,0	6,12,0	7,12,1	8,12,1	9,12,1	10,12,1	11,12,1	12,12,1	13,12,1	14,12,1	15,12,1	16,12,1	17,12,1	18,12,1	19,12,1	20,12,1	21,12,1	22,12,1	23,12,1	24,12,2	25,12,2	26,12,2	27,12,2	28,12,2	29,12,2	30,12,3	31,12,3	32,12,3	33,12,3	34,12,4	35,12,4	36,12,4	37,12,4	38,12,4	39,12,3	40,12,3	41,12,3	42,12,3	43,12,2	44,12,2	45,12,2	46,12,2	47,12,2	48,12,2	49,12,1
0,13,0	1,13,0	2,13,0	3,13,0	4,13,0	5,13,0	6,13,1	7,13,1	8,13,1	9,13,1	10,13,1	11,13,1	12,13,1	13,13,1	14,13,1	15,13,1	16,13,1	17,13,1	18,13,1	19,13,1	20,13,1	21,13,1	22,13,1	23,13,1	24,13,2	25,13,2	26,13,2	27,13,2	28,13,2	29,13,2	30,13,2	31,13,3	32,13,3	33,13,3	34,13,3	35,13,4	36,13,4	37,13,4	38,13,3	39,13,3	40,13,3	41,13,3	42,13,2	43,13,2	44,13,2	45,13,2	46,13,2	47,13,2	48,13,2	49,13,1
0,14,0	1,14,0	2,14,0	3,14,0	4,14,1	5,14,1	6,14,1	7,14,1	8,14,1	9,14,1	10,14,1	11,14,1	12,14,1	13,14,1	14,14,1	15,14,1	16,14,1	17,14,1	18,14,1	19,14,1	20,14,1	21,14,1	22,14,1	23,14,2	24,14,2	25,14,2	26,14,2	27,14,2	28,14,2	29,14,2	30,14,2	31,14,3	32,14,3	33,14,3	34,14,3	35,14,3	36,14,3	37,14,3	38,14,3	39,14,3	40,14,3	41,14,3	42,14,2	43,14,2	44,14,2	45,14,2	46,14,2	47,14,2	48,14,2	49,14,1
0,15,1	1,15,1	2,15,1	3,15,1	4,15,1	5,15,1	6,15,1	7,15,1	8,15,1	9,15,1	10,15,1	11,15,1	12,15,1	13,15,1	14,15,1	15,15,1	16,15,1	17,15,1	18,15,1	19,15,1	20,15,1	21,15,1	22,15,1	23,15,2	24,15,2	25,15,2	26,15,2	27,15,2	28,15,2	29,15,2	30,15,2	31,15,2	32,15,3	33,15,3	34,15,3	35,15,3	36,15,3	37,15,3	38,15,3	39,15,3	40,15,3	41,15,2	42,15,2	43,15,2	44,15,2	45,15,2	46,15,2	47,15,2	48,15,2	49,15,1
0,16,1	1,16,1	2,16,1	3,16,1	4,16,1	5,16,1	6,16,1	7,16,1	8,16,1	9,16,1	10,16,1	11,16,1	12,16,1	13,16,1	14,16,1	15,16,1	16,16,1	17,16,1	18,16,1	19,16,1	20,16,1	21,16,1	22,16,2	23,16,2	24,16,2	25,16,2	26,16,2	27,16,2	28,16,2	29,16,2	30,16,2	31,16,2	32,16,2	33,16,3	34,16,3	35,16,3	36,16,3	37,16,3	38,16,3	39,16,3	40,16,2	41,16,2	42,16,2	43,16,2	44,16,2	45,16,2	46,16,2	47,16,2	48,16,2	49,16,1
0,17,1	1,17,1	2,17,1	3,17,1	4,17,1	5,17,1	6,17,1	7,17,1	8,17,1	9,17,1	10,17,1	11,17,1	12,17,1	13,17,1	14,17,1	15,17,1	16,17,1	17,17,1	18,17,1	19,17,1	20,17,1	21,17,2	22,17,2	23,17,2	24,17,2	25,17,2	26,17,2	27,17,2	28,17,2	29,17,2	30,17,2	31,17,2	32,17,2	33,17,2	34,17,2	35,17,3	36,17,3	37,17,3	38,17,2	39,17,2	40,17,2	41,17,2	42,17,2	43,17,2	44,17,2	45,17,2	46,17,2	47,17,2	48,17,1	49,17,1
0,18,1	1,18,1	2,18,1	3,18,1	4,18,1	5,18,1	6,18,1	7,18,1	8,18,1	9,18,1	10,18,1	11,18,1	12,18,1	13,18,1	14,18,1	15,18,1	16,18,1	17,18,1	18,18,1	19,18,1	20,18,2	21,18,2	22,18,2	23,18,2	24,18,2	25,18,2	26,18,2	27,18,2	28,18,2	29,18,2	30,18,2	31,18,2	32,18,2	33,18,2	34,18,2	35,18,2	36,18,2	37,18,2	38,18,2	39,18,2	40,18,2	41,18,2	42,18,2	43,18,2	44,18,2	45,18,2	46,18,2	47,18,2	48,18,1	49,18,1
0,19,1	1,19,1	2,19,1	3,19,1	4,19,1	5,19,1	6,19,1	7,19,1	8,19,1	9,19,1	10,19,1	11,19,1	12,19,1	13,19,1	14,19,1	15,19,1	16,19,1	17,19,1	18,19,1	19,19,2	20,19,2	21,19,2	22,19,2	23,19,2	24,19,2	25,19,2	26,19,2	27,19,2	28,19,2	29,19,2	30,19,2	31,19,2	32,19,2	33,19,2	34,19,2	35,19,2	36,19,2	37,19,2	38,19,2	39,19,2	40,19,2	41,19,2	42,19,2	43,19,2	44,19,2	45,19,2	46,19,2	47,19,1	48,19,1	49,19,1
0,20,1	1,20,1	2,20,1	3,20,1	4,20,1	5,20,1	6,20,1	7,20,1	8,20,1	9,20,1	10,20,1	11,20,1	12,20,1	13,20,1	14,20,1	15,20,1	16,20,1	17,20,2	18,20,2	19,20,2	20,20,2	21,20,2	22,20,2	23,20,2	24,20,2	25,20,2	26,20,2	27,20,2	28,20,2	29,20,2	30,20,2	31,20,2	32,20,2	33,20,2	34,20,2	35,20,2	36,20,2	37,20,2	38,20,2	39,20,2	40,20,2	41,20,2	42,20,2	43,20,2	44,20,2	45,20,2	46,20,1	47,20,1	48,20,1	49,20,1
0,21,1	1,21,1	2,21,1	3,21,1	4,21,1	5,21,1	6,21,1	7,21,1	8,21,1	9,21,1	10,21,1	11,21,1	12,21,1	13,21,1	14,21,1	15,21,2	16,21,2	17,21,2	18,21,2	19,21,2	20,21,2	21,21,2	22,21,2	23,21,2	24,21,2	25,21,2	26,21,2	27,21,2	28,21,2	29,21,2	30,21,2	31,21,2	32,21,2	33,21,2	34,21,2	35,21,2	36,21,2	37,21,2	38,21,2	39,21,2	40,21,2	41,21,2	42,21,2	43,21,2	44,21,2	45,21,1	46,21,1	47,21,1	48,21,1	49,21,1
0,22,1	1,22,1	2,22,1	3,22,1	4,22,1	5,22,1	6,22,1	7,22,1	8,22,1	9,22,1	10,22,1	11,22,1	12,22,1	13,22,1	14,22,2	15,22,2	16,22,2	17,22,2	18,22,2	19,22,2	20,22,2	21,22,2	22,22,2	23,22,2	24,22,2	25,22,2	26,22,2	27,22,2	28,22,2	29,22,2	30,22,2	31,22,2	32,22,2	33,22,2	34,22,2	35,22,2	36,22,2	37,22,2	38,22,2	39,22,2	40,22,2	41,22,2	42,22,2	43,22,2	44,22,1	45,22,1	46,22,1	47,22,1	48,22,1	49,22,1
0,23,1	1,23,1	2,23,1	3,23,1	4,23,1	5,23,1	6,23,1	7,23,1	8,23,1	9,23,1	10,23,1	11,23,1	12,23,2	13,23,2	14,23,2	15,23,2	16,23,2	17,23,2	18,23,2	19,23,2	20,23,2	21,23,2	22,23,2	23,23,2	24,23,2	25,23,2	26,23,2	27,23,2	28,23,2	29,23,2	30,23,2	31,23,2	32,23,2	33,23,2	34,23,2	35,23,2	36,23,2	37,23,2	38,23,2	39,23,2	40,23,2	41,23,2	42,23,1	43,23,1	44,23,1	45,23,1	46,23,1	47,23,1	48,23,1	49,23,1
0,24,1	1,24,1	2,24,1	3,24,1	4,24,1	5,24,1	6,24,1	7,24,1	8,24,1	9,24,1	10,24,2	11,24,2	12,24,2	13,24,2	14,24,2	15,24,2	16,24,2	17,24,2	18,24,2	19,24,2	20,24,2	21,24,2	22,24,2	23,24,2	24,24,2	25,24,2	26,24,2	27,24,2	28,24,2	29,24,2	30,24,2	31,24,2	32,24,2	33,24,2	34,24,2	35,24,2	36,24,2	37,24,2	38,24,1	39,24,1	40,24,1	41,24,1	42,24,1	43,24,1	44,24,1	45,24,1	46,24,1	47,24,1	48,24,1	49,24,1
0,25,1	1,25,1	2,25,1	3,25,1	4,25,1	5,25,1	6,25,1	7,25,2	8,25,2	9,25,2	10,25,2	11,25,2	12,25,2	13,25,2	14,25,2	15,25,2	16,25,2	17,25,2	18,25,2	19,25,2	20,25,2	21,25,2	22,25,2	23,25,2	24,25,2	25,25,2	26,25,2	27,25,2	28,25,2	29,25,2	30,25,2	31,25,2	32,25,2	33,25,2	34,25,1	35,25,1	36,25,1	37,25,1	38,25,1	39,25,1	40,25,1	41,25,1	42,25,1	43,25,1	44,25,1	45,25,1	46,25,1	47,25,1	48,25,1	49,25,1
0,26,1	1,26,1	2,26,1	3,26,1	4,26,1	5,26,2	6,26,2	7,26,2	8,26,2	9,26,2	10,26,2	11,26,2	12,26,2	13,26,2	14,26,2	15,26,2	16,26,2	17,26,2	18,26,2	19,26,2	20,26,2	21,26,2	22,26,2	23,26,2	24,26,2	25,26,2	26,26,2	27,26,2	28,26,2	29,26,2	30,26,2	31,26,2	32,26,1	33,26,1	34,26,1	35,26,1	36,26,1	37,26,1	38,26,1	39,26,1	40,26,1	41,26,1	42,26,1	43,26,1	44,26,1	45,26,1	46,26,1	47,26,1	48,26,1	49,26,1
0,27,1	1,27,1	2,27,1	3,27,1	4,27,2	5,27,2	6,27,2	7,27,2	8,27,2	9,27,2	10,27,2	11,27,2	12,27,2	13,27,2	14,27,2	15,27,2	16,27,2	17,27,2	18,27,2	19,27,2	20,27,2	21,27,2	22,27,2	23,27,2	24,27,2	25,27,2	26,27,2	27,27,2	28,27,2	29,27,2	30,27,2	31,27,1	32,27,1	33,27,1	34,27,1	35,27,1	36,27,1	37,27,1	38,27,1	39,27,1	40,27,1	41,27,1	42,27,1	43,27,1	44,27,1	45,27,1	46,27,1	47,27,1	48,27,1	49,27,1
0,28,1	1,28,1	2,28,1	3,28,2	4,28,2	5,28,2	6,28,2	7,28,2	8,28,2	9,28,2	10,28,2	11,28,2	12,28,2	13,28,2	14,28,2	15,28,2	16,28,2	17,28,2	18,28,2	19,28,2	20,28,2	21,28,2	22,28,2	23,28,2	24,28,2	25,28,2	26,28,2	27,28,2	28,28,2	29,28,2	30,28,1	31,28,1	32,28,1	33,28,1	34,28,1	35,28,1	36,28,1	37,28,1	38,28,1	39,28,1	40,28,1	41,28,1	42,28,1	43,28,1	44,28,1	45,28,1	46,28,1	47,28,1	48,28,1	49,28,1
0,29,1	1,29,1	2,29,2	3,29,2	4,29,2	5,29,2	6,29,2	7,29,2	8,29,2	9,29,2	10,29,2	11,29,2	12,29,2	13,29,2	14,29,2	15,29,2	16,29,2	17,29,2	18,29,2	19,29,2	20,29,2	21,29,2	22,29,2	23,29,2	24,29,2	25,29,2	26,29,2	27,29,2	28,29,2	29,29,1	30,29,1	31,29,1	32,29,1	33,29,1	34,29,1	35,29,1	36,29,1	37,29,1	38,29,1	39,29,1	40,29,1	41,29,1	42,29,1	43,29,1	44,29,1	45,29,1	46,29,1	47,29,1	48,29,1	49,29,1
0,30,1	1,30,2	2,30,2	3,30,2	4,30,2	5,30,2	6,30,2	7,30,2	8,30,2	9,30,2	10,30,2	11,30,2	12,30,2	13,30,2	14,30,2	15,30,2	16,30,2	17,30,2	18,30,2	19,30,2	20,30,2	21,30,2	22,30,2	23,30,2	24,30,2	25,30,2	26,30,2	27,30,2	28,30,1	29,30,1	30,30,1	31,30,1	32,30,1	33,30,1	34,30,1	35,30,1	36,30,1	37,30,1	38,30,1	39,30,1	40,30,1	41,30,1	42,30,1	43,30,1	44,30,1	45,30,1	46,30,1	47,30,1	48,30,1	49,30,1
0,31,1	1,31,2	2,31,2	3,31,2	4,31,2	5,31,2	6,31,2	7,31,2	8,31,2	9,31,2	10,31,2	11,31,2	12,31,2	13,31,2	14,31,2	15,31,2	16,31,2	17,31,2	18,31,2	19,31,2	20,31,2	21,31,2	22,31,2	23,31,2	24,31,2	25,31,2	26,31,2	27,31,2	28,31,1	29,31,1	30,31,1	31,31,1	32,31,1	33,31,1	34,31,1	35,31,1	36,31,1	37,31,1	38,31,1	39,31,1	40,31,1	41,31,1	42,31,1	43,31,1	44,31,1	45,31,1	46,31,1	47,31,1	48,31,1	49,31,1
0,32,2	1,32,2	2,32,2	3,32,2	4,32,2	5,32,2	6,32,2	7,32,2	8,32,2	9,32,2	10,32,3	11,32,3	12,32,3	13,32,2	14,32,2	15,32,2	16,32,2	17,32,2	18,32,2	19,32,2	20,32,2	21,32,2	22,32,2	23,32,2	24,32,2	25,32,2	26,32,2	27,32,1	28,32,1	29,32,1	30,32,1	31,32,1	32,32,1	33,32,1	34,32,1	35,32,1	36,32,1	37,32,1	38,32,1	39,32,1	40,32,1	41,32,1	42,32,1	43,32,1	44,32,1	45,32,1	46,32,1	47,32,1	48,32,1	49,32,1
0,33,2	1,33,2	2,33,2	3,33,2	4,33,2	5,33,2	6,33,2	7,33,2	8,33,3	9,33,3	10,33,3	11,33,3	12,33,3	13,33,3	14,33,3	15,33,2	16,33,2	17,33,2	18,33,2	19,33,2	20,33,2	21,33,2	22,33,2	23,33,2	24,33,2	25,33,2	26,33,1	27,33,1	28,33,1	29,33,1	30,33,1	31,33,1	32,33,1	33,33,1	34,33,1	35,33,1	36,33,1	37,33,1	38,33,1	39,33,1	40,33,1	41,33,1	42,33,1	43,33,1	44,33,1	45,33,1	46,33,1	47,33,1	48,33,1	49,33,0
0,34,2	1,34,2	2,34,2	3,34,2	4,34,2	5,34,2	6,34,2	7,34,3	8,34,3	9,34,3	10,34,3	11,34,3	12,34,3	13,34,3	14,34,3	15,34,3	16,34,2	17,34,2	18,34,2	19,34,2	20,34,2	21,34,2	22,34,2	23,34,2	24,34,2	25,34,2	26,34,1	27,34,1	28,34,1	29,34,1	30,34,1	31,34,1	32,34,1	33,34,1	34,34,1	35,34,1	36,34,1	37,34,1	38,34,1	39,34,1	40,34,1	41,34,1	42,34,1	43,34,1	44,34,1	45,34,1	46,34,1	47,34,1	48,34,0	49,34,0
0,35,2	1,35,2	2,35,2	3,35,2	4,35,2	5,35,2	6,35,3	7,35,3	8,35,3	9,35,3	10,35,3	11,35,3	12,35,3	13,35,3	14,35,3	15,35,3	16,35,3	17,35,2	18,35,2	19,35,2	20,35,2	21,35,2	22,35,2	23,35,2	24,35,2	25,35,1	26,35,1	27,35,1	28,35,1	29,35,1	30,35,1	31,35,1	32,35,1	33,35,1	34,35,1	35,35,1	36,35,0	37,35,0	38,35,0	39,35,0	40,35,1	41,35,1	42,35,1	43,35,1	44,35,1	45,35,1	46,35,1	47,35,0	48,35,0	49,35,0
0,36,2	1,36,2	2,36,2	3,36,2	4,36,2	5,36,2	6,36,3	7,36,3	8,36,3	9,36,3	10,36,4	11,36,4	12,36,4	13,36,3	14,36,3	15,36,3	16,36,3	17,36,2	18,36,2	19,36,2	20,36,2	21,36,2	22,36,2	23,36,2	24,36,2	25,36,1	26,36,1	27,36,1	28,36,1	29,36,1	30,36,1	31,36,1	32,36,1	33,36,1	34,36,1	35,36,0	36,36,0	37,36,0	38,36,0	39,36,0	40,36,0	41,36,0	42,36,1	43,36,1	44,36,1	45,36,1	46,36,0	47,36,0	48,36,0	49,36,0
0,37,2	1,37,2	2,37,2	3,37,2	4,37,2	5,37,3	6,37,3	7,37,3	8,37,3	9,37,4	10,37,4	11,37,4	12,37,4	13,37,4	14,37,3	15,37,3	16,37,3	17,37,3	18,37,2	19,37,2	20,37,2	21,37,2	22,37,2	23,37,2	24,37,2	25,37,1	26,37,1	27,37,1	28,37,1	29,37,1	30,37,1	31,37,1	32,37,1	33,37,1	34,37,0	35,37,0	36,37,0	37,37,0	38,37,0	39,37,0	40,37,0	41,37,0	42,37,0	43,37,1	44,37,1	45,37,0	46,37,0	47,37,0	48,37,0	49,37,0
0,38,2	1,38,2	2,38,2	3,38,2	4,38,2	5,38,3	6,38,3	7,38,3	8,38,3	9,38,4	10,38,4	11,38,4	12,38,4	13,38,4	14,38,3	15,38,3	16,38,3	17,38,3	18,38,2	19,38,2	20,38,2	21,38,2	22,38,2	23,38,2	24,38,1	25,38,1	26,38,1	27,38,1	28,38,1	29,38,1	30,38,1	31,38,1	32,38,1	33,38,0	34,38,0	35,38,0	36,38,0	37,38,0	38,38,0	39,38,0	40,38,0	41,38,0	42,38,0	43,38,0	44,38,1	45,38,0	46,38,0	47,38,0	48,38,0	49,38,0
0,39,2	1,39,2	2,39,2	3,39,2	4,39,2	5,39,3	6,39,3	7,39,3	8,39,3	9,39,4	10,39,4	11,39,4	12,39,4	13,39,4	14,39,3	15,39,3	16,39,3	17,39,3	18,39,2	19,39,2	20,39,2	21,39,2	22,39,2	23,39,2	24,39,1	25,39,1	26,39,1	27,39,1	28,39,1	29,39,1	30,39,1	31,39,1	32,39,0	33,39,0	34,39,0	35,39,0	36,39,0	37,39,0	38,39,0	39,39,0	40,39,0	41,39,0	42,39,0	43,39,0	44,39,0	45,39,0	46,39,0	47,39,0	48,39,0	49,39,0
0,40,2	1,40,2	2,40,2	3,40,2	4,40,2	5,40,2	6,40,3	7,40,3	8,40,3	9,40,3	10,40,4	11,40,4	12,40,4	13,40,3	14,40,3	15,40,3	16,40,3	17,40,2	18,40,2	19,40,2	20,40,2	21,40,2	22,40,2	23,40,1	24,40,1	25,40,1	26,40,1	27,40,1	28,40,1	29,40,1	30,40,1	31,40,0	32,40,0	33,40,0	34,40,0	35,40,0	36,40,0	37,40,0	38,40,0	39,40,0	40,40,0	41,40,0	42,40,0	43,40,0	44,40,0	45,40,0	46,40,0	47,40,0	48,40,0	49,40,0
0,41,1	1,41,2	2,41,2	3,41,2	4,41,2	5,41,2	6,41,3	7,41,3	8,41,3	9,41,3	10,41,3	11,41,3	12,41,3	13,41,3	14,41,3	15,41,3	16,41,3	17,41,2	18,41,2	19,41,2	20,41,2	21,41,2	22,41,2	23,41,1	24,41,1	25,41,1	26,41,1	27,41,1	28,41,1	29,41,1	30,41,1	31,41,0	32,41,0	33,41,0	34,41,0	35,41,0	36,41,0	37,41,0	38,41,0	39,41,0	40,41,0	41,41,0	42,41,0	43,41,0	44,41,0	45,41,0	46,41,0	47,41,0	48,41,0	49,41,0
0,42,1	1,42,2	2,42,2	3,42,2	4,42,2	5,42,2	6,42,2	7,42,3	8,42,3	9,42,3	10,42,3	11,42,3	12,42,3	13,42,3	14,42,3	15,42,3	16,42,2	17,42,2	18,42,2	19,42,2	20,42,2	21,42,2	22,42,1	23,42,1	24,42,1	25,42,1	26,42,1	27,42,1	28,42,1	29,42,1	30,42,0	31,42,0	32,42,0	33,42,0	34,42,0	35,42,0	36,42,0	37,42,0	38,42,0	39,42,0	40,42,0	41,42,0	42,42,0	43,42,0	44,42,0	45,42,0	46,42,0	47,42,0	48,42,0	49,42,0
0,43,1	1,43,1	2,43,2	3,43,2	4,43,2	5,43,2	6,43,2	7,43,2	8,43,3	9,43,3	10,43,3	11,43,3	12,43,3	13,43,3	14,43,3	15,43,2	16,43,2	17,43,2	18,43,2	19,43,2	20,43,2	21,43,2	22,43,1	23,43,1	24,43,1	25,43,1	26,43,1	27,43,1	28,43,1	29,43,1	30,43,0	31,43,0	32,43,0	33,43,0	34,43,0	35,43,0	36,43,0	37,43,0	38,43,0	39,43,0	40,43,0	41,43,0	42,43,0	43,43,0	44,43,0	45,43,0	46,43,0	47,43,0	48,43,0	49,43,0
0,44,1	1,44,1	2,44,1	3,44,2	4,44,2	5,44,2	6,44,2	7,44,2	8,44,2	9,44,2	10,44,3	11,44,3	12,44,3	13,44,2	14,44,2	15,44,2	16,44,2	17,44,2	18,44,2	19,44,2	20,44,2	21,44,2	22,44,1	23,44,1	24,44,1	25,44,1	26,44,1	27,44,1	28,44,1	29,44,0	30,44,0	31,44,0	32,44,0	33,44,0	34,44,0	35,44,0	36,44,0	37,44,0	38,44,0	39,44,0	40,44,0	41,44,0	42,44,0	43,44,0	44,44,0	45,44,0	46,44,0	47,44,0	48,44,0	49,44,0
0,45,1	1,45,1	2,45,1	3,45,1	4,45,2	5,45,2	6,45,2	7,45,2	8,45,2	9,45,2	10,45,2	11,45,2	12,45,2	13,45,2	14,45,2	15,45,2	16,45,2	17,45,2	18,45,2	19,45,2	20,45,2	21,45,1	22,45,1	23,45,1	24,45,1	25,45,1	26,45,1	27,45,1	28,45,1	29,45,0	30,45,0	31,45,0	32,45,0	33,45,0	34,45,0	35,45,0	36,45,0	37,45,0	38,45,0	39,45,0	40,45,0	41,45,0	42,45,0	43,45,0	44,45,0	45,45,0	46,45,0	47,45,0	48,45,0	49,45,0
